~scene_number~episode~scene
0~0~1~Central Perk, Chandler, Joey, Phoebe, and Monica are there
38~38~4~A Street, Chandler and Joey are kicking a can to each other
39~39~4~Central Perk, Rachel, Lesile, Kiki, and Joanne are talking
40~40~4~Monica and Rachel's, Phoebe and Monica are in pajamas and Monica is making something in the blender as Rachel enters
41~41~4~Madison Square Garden, the guys are trying to find their seats
42~42~4~Monica and Rachel's, they're all hanging out in the living room
43~43~4~Madison Square Garden, the guys are watching the game
44~44~4~An Emergency Room, Chandler and Joey are leading Ross in
45~45~4~Monica and Rachel's, the slumber party continues
46~46~4~The Emergency Room, Joey is miming hockey pucks kitting foreheads. Chandler realises it's getting tense and goes to the receptionist again
47~47~4~Monica and Rachel's, the girls are all out on the balcony
48~48~4~The Emergency Room, Ross is still going on about his first night with Carol
49~49~4~Monica and Rachel's, the girls are still out on the balcony
50~50~4~The Emergency Room, Ross is absent
51~51~4~Monica and Rachel's, Joey and the girls are playing twister
52~52~5~Monica and Rachel's, Joey and the girls are playing twister
53~53~5~Central Perk, all six are there
54~54~5~Central Perk, all are there
55~55~5~Monica and Rachel's apartment, Joey is there, trying to convince Monica to pose as his girlfriend. His plan is to hook Monica up with Angela's boyfriend Bob and then take Angela back for himself
56~56~5~Ross' apartment, Chandler is over
57~57~5~A fancy restaurant, Joey and Monica are there, meeting Angela and Bob, who Monica thinks is Angela's brother
58~58~5~Central Perk, Chandler and Phoebe are there, both ready to break up with their significant others
59~59~5~The Launderama, Rachel is there, waiting for Ross. An old woman takes Rachel's clothes off the machine and begins loading it with her things
60~60~5~Fancy restaurant, Monica, Joey, Angela, and Bob are seated at the table
61~61~5~Fancy restaurant, Joey and Bob are talking
62~62~5~The ladies' bathroom at the restaurant, Monica and Angela are talking
63~63~5~Central Perk, Phoebe is coaching Chandler on how to break up with Janice
64~64~5~The laundromat
65~65~5~The fancy restaurant, Angela has her hand in Bob's shirt, and Monica is very uncomfortable
66~66~5~Central Perk, Chandler is still trying to ease things over with Janice, and there are about a dozen empty Espresso cups in front of him. He is extremely wired
67~67~5~The Launderama. Rachel is sorting her now-pink clothes
68~68~5~Central Perk, Ross, Rachel, and Phoebe are there. Ross has an icepack to his head
69~69~6~Central Perk, Ross, Rachel, and Phoebe are there. Ross has an icepack to his head
70~70~6~A Theater, the gang is in the audience wating for a play of Joey's to start
71~71~6~The Theater, the play has ended and everyone is applauding. As soon as the cast leaves, the gang all groan and sit down heavily
72~72~6~Central Perk, everyone else is there as Chandler enters
73~73~6~Monica and Rachel's, Rachel is there as enter except Joey enter
74~74~6~Monica and Rachel's, the next morning, Monica is getting the door
75~75~6~A Film Set, Joey is entering for his scene
76~76~6~Chandler and Joey's, Aurora and Chandler are in bed in Chandler's room
77~77~6~Monica and Rachel's, Ross is trying to comfort Chandler. Joey is absent
78~78~6~Monica's Bedroom, she's lying in bed wide awake
79~79~7~Monica's Bedroom, she's lying in bed wide awake
80~80~7~Central Perk, Rachel is introducing Phoebe, who is playing her guitar for the crowd
81~81~7~The ATM vestibule of a bank, Chandler is inside. The lights go out, and he realizes he is trapped inside
82~82~7~Monica and Rachel's, Monica is on the phone with her mother. Phoebe, Rachel, and Ross are there
83~83~7~ATM vestibule, Jill Goodacre is on the cellular phone. Chandler's thoughts are in italics
84~84~7~Monica's apartment, Joey enters with a menorah, the candles lit
85~85~7~ATM vestibule
86~86~7~Monica and Rachel's, The phone rings; it's Chandler
87~87~7~Monica and Rachel's, time has passed. The five are sitting around the coffee table talking
88~88~7~Monica's apartment, Phoebe is singing
89~89~7~Monica and Rachel's Balcony, Ross and Rachel are talking
90~90~7~Monica and Rachel's, Phoebe is holding the cat, Monica is treating the scratches on Ross' back. Joey is holding the menorah over the wound
91~91~7~The hallway of Monica's building. Phoebe and Rachel are trying to find the cat's owner
92~92~7~Rachel has gone off on her own to look for the cat's owner
93~93~7~Monica and Rachel's, Ross, Monica, and Joey are playing Monopoly
94~94~7~Monica and Rachel's, Rachel and Paolo are at the window. Ross and Joey are watching disgustedly
95~95~7~ATM vestibule, Chandler and Jill are sitting below the counter with two pens dangling from their chains in front of them. Jill is showing Chandler how to swing the pen around his head
96~96~7~Monica and Rachel's, the gang is all sitting around the table
97~97~7~ATM vestibule, the power has come back on
98~98~8~ATM vestibule, the power has come back on
99~99~8~Chandler's Office, Chandler is on a coffee break.  Shelley enters.)  Shelley: Hey gorgeous, how's it goin
100~100~8~Monica and Rachel's, everyone is there
101~101~8~The Hospital, Mr. and Mrs. Geller are there, along with Aunt Lillian. Ross and Monica enter and everyone says hi and kisses
102~102~8~Central Perk, Chandler, Phoebe, Joey, and Rachel are there
103~103~8~Nana's house, Ross, Mrs. Geller and Aunt Lillian are going through clothes
104~104~8~Monica and Rachel's, Monica is talking to her father
105~105~8~Chandler's Office, Shelley is drinking coffee; Chandler enters
106~106~8~Nana's Bedroom, Ross is holding a dress out from inside the closet
107~107~8~Monica and Rachel's, Monica and Rachel are preparing to leave for the funeral
108~108~8~The cemetary, after the funeral
109~109~8~The Wake, at the Gellers' house. Ross is lying on his back, with Phoebe squatting over him, checking to see if he's injured
110~110~8~Central Perk, the gang are looking at old photos
111~111~8~Chandler's Office, Chandler is on a coffee break as Lowell enters
112~112~9~Chandler's Office, Chandler is on a coffee break as Lowell enters
113~113~9~Central Perk, Rachel is confronting her boss, Terry
114~114~9~Central Perk, Rachel is approaching a customer
115~115~9~Carol and Susan's apartment, Susan is there. Ross enters
116~116~9~Monica and Rachel's, everyone is there but Rachel
117~117~9~The subway, Joey spots a gorgeous woman waiting. He goes up to her
118~118~9~Central Perk, Joey enters, amongst snickers from the gang
119~119~9~Monica and Rachel's, Joey enters, upset
120~120~9~Monica and Rachel's, Monica is cooking Thanksgiving dinner. Chandler is standing in the doorway, not wanting to participate in the festivities
121~121~9~Carol and Susan's, Ross is preparing to talk to her belly
122~122~9~Monica and Rachel's, the group is coming back from the roof
123~123~9~Carol and Susan's, Carol is reading, Ross is talking to her stomach
124~124~9~The Hallway, Joey has a tray full of keys, and is trying each one in the lock
125~125~10~The Subway, Joey sees his poster and he peels off the caption on his poster, revealing more posters underneath. The captions read, as follow
126~126~10~Monica and Rachel's, Ross is entering
127~127~10~Central Perk, Phoebe is getting ready to sing. Joey is not there
128~128~10~Monica and Rachel's, everyone except Joey is decorating for Christmas
129~129~10~Max and David's lab, David is explaining something to Phoebe with the aid of a whiteboard
130~130~10~Central Perk, everyone is there
131~131~10~Max and David's lab, they are working. Phoebe knocks on the doo
132~132~10~Monica and Rachel's, the party has started
133~133~10~Monica and Rachel's, time lapse
134~134~11~Monica and Rachel's, time lapse
135~135~11~A Street: Monica and Phoebe are walking to a newsstand
136~136~11~Hospital, the guy is in a coma and Mon and Pheebs are visiting
137~137~11~Monica and Rachel's, Monica and Phoebe are telling everyone about their coma guy
138~138~11~The Hospital, it's a montage of Monica and Phoebe's visit to the hospital with My Guy playing in the background. It starts with Monica reading a newspaper to him
139~139~11~A Mexican Restaurant, Monica, Phoebe, Joey, Chandler and his mom are there
140~140~11~Chandler and Joey's, the next morning. Joey is getting the door in his dressing gownit's Ross
141~141~11~Hospital. Phoebe is there stroking Coma Guy's hair, when Monica enters with a bunch of balloons
142~142~11~Chandler and Joey's, Ross is talking to Chandler. Joey is making a snack at the bar
143~143~11~Central Perk, everyone is there except for Chandler. Rachel is writing something and Monica walks up
144~144~11~The Coma Guy's Room, Monica bursts in, closely followed by Phoebe. There is no sign of Coma Guy. His bed is empty
145~145~11~Chandler and Joey's Chandler is talking with his mom
146~146~11~Monica and Rachel's, Rachel is handing out copies of her book to the gang
147~147~12~Monica and Rachel's, Rachel is handing out copies of her book to the gang
148~148~12~Central Perk, everyone is there. Ross working on crossword puzzle, starts humming theme from The Odd Couple. Chandler joins in, followed by Monica and Phoebe, then the whole gang. Ross starts humming theme from I Dream Of Jeannie
149~149~12~Monica and Rachel's, Monica is on the phone in the kitchen
150~150~12~The Hallway, Chandler and Joey leaving girls' apartment, carrying lasagna
151~151~12~Carol and Susan's, there's a knock on the door and Carol answers it to Ross
152~152~12~Chandler and Joey's, Joey and Chandler use their knees as a table to support the lasagna
153~153~12~Phoebe's Massage Parlor, Phoebe's assistant is telling her about the changes to her schedule
154~154~12~Central Perk, everyone but Phoebe is there
155~155~12~Central Perk, continued from earlier
156~156~12~The Table Store, Joey and Chandler and looking for their new table
157~157~12~Monica and Rachel's, Rachel folding and packing clothes in suitcases as Phoebe enters
158~158~12~Chandler and Joey's, Ross, Chandler, Joey, and Monica admiring their new table
159~159~12~Monica and Rachel's, Rachel is recovering from the shock
160~160~12~Chandler and Joey's, Phoebe is telling everyone how it went across the hall as the foosball game continues
161~161~12~Monica and Rachel's Balcony, Rachel is throwing Paolo's clothes over the side
162~162~12~Chandler and Joey's, Monica is busy killing Chandle and Joey at foosball
163~163~13~Chandler and Joey's, Monica is busy killing Chandle and Joey at foosball
164~164~13~Monica and Rachel's, Chandler walks in and starts raiding the fridge. Then Rachel comes out of the shower with a towel wrapped round her waist, drying herself with another towel. Chandler and Rachel startle each other and she drops the towel for a second and snatches the rug off the couch
165~165~13~Central Perk, Phoebe is there with her boyfriend Roger, talking to Rachel and Monica
166~166~13~Chandler and Joey's, Mr. Tribbiani is on the phone
167~167~13~Monica and Rachel's, Joey is lamenting to everyone about hid dad's affair
168~168~13~The Hallway, Chandler and Joey are just leaving Monica and Rachel's
169~169~13~Chandler and Joey's, Ronni is talking to Chandler. Joey's dad is not around
170~170~13~Chandler and Joey's, night. Chandler and Joey are sharing the sofabed in the living room. Joey is restless
171~171~13~Monica and Rachel's, morning. Someone knocks on the door and Monica gets it
172~172~13~Central Perk, everyone is there as Phoebe enters
173~173~13~Chandler and Joey's apartment, Joey is trying to turn the sofabed back into a sofa. Someone knocks on the door and it rears up at him
174~174~13~Central Perk. Phoebe is there with Roger
175~175~13~Monica and Rachel's, Joey is letting everyone in on the new developments
176~176~13~Monica and Rachel's. Phoebe is reading the paper and Joey enters
177~177~14~Monica and Rachel's. Phoebe is reading the paper and Joey enters
178~178~14~Central Perk, Ross is eyeing a beautiful woman at the counter, and Joey and Chandler are egging him on to go talk to her. No pun intended. I mean it
179~179~14~Central Perk, Monica, Rachel, Phoebe, Joey, Chandler are there. Ross is still talking to the beautiful woman
180~180~14~A Restaurant, Joey and Chandler are there, waiting for their dates to show up
181~181~14~The bathroom at the restaurant, Chandler and Joey are talking
182~182~14~Monica and Rachel's, the girls are all there, discussing their bad luck with men
183~183~14~The Restaurant, Joey, Lorraine, Chandler, and Janice are at the table. Joey and Lorraine are seated very close, Chandler and Janice have backed their chairs away from one another
184~184~14~Chandler's bedroom, Chandler wakes up, and finds someone else's hand on his chest. He rolls over and is shocked to see Janice there
185~185~14~The Hallway, Chandler is trying to get Janice out of his apartment
186~186~14~A Chinese Restaurant, Ross is there with his date
187~187~14~Monica and Rachel's, the girls are holding their boyfriend bonfire
188~188~14~Central Perk, Chandler and Joey are there. Chandler is preparing to dump Janice again
189~189~14~The Chinese Restaurant
190~190~14~Monica and Rachel's, firemen are there to handle the bonfire that got out of control
191~191~14~Central Perk
192~192~14~The Chinese Restaurant, Ross and Carol are talking. Kristin is not there
193~193~14~Monica and Rachel's, The girls are talking with the firemen
194~194~14~Out in the hall, the firemen are talking
195~195~15~Out in the hall, the firemen are talking
196~196~15~Central Perk, Rachel is serving Joey, Ross, and Monica their drinks
197~197~15~Chandler's job, Chandler is typing data into his computer, he keeps typing even while taking a drink of coffee with one hand. One of his co-workers walks by
198~198~15~Central Perk, everyone is there but Chandler. Phoebe runs in, excitedly
199~199~15~Monica and Rachel's, Chandler walks in, wearing a suit
200~200~15~Ross's apartment, Marcel is hanging from Celia's hair, and she is screaming, trying to get him off
201~201~15~Monica and Rachel's, everyone is there but Ross and Chandler. Monica is making food, and having everyone try it
202~202~15~Ross' apartment, Girl, You'll Be A Woman Soon (the original, not that cruddy Urge Overkill version) is playing. Ross and Celia are kissing passionately
203~203~15~Chandler and Joey's, Joey and Ross are there, discussing what happened last night
204~204~15~Chandler's new window office, he is showing Phoebe around
205~205~15~Monica and Rachel's, Monica is on the phone. Rachel walks in and overhears the conversation
206~206~15~Monica and Rachel's, later. Rachel is waitressing, Monica is cooking. Phoebe walks in with Steve (Crystal Duck winner Jon Lovitz)
207~207~15~Central Perk, all are there except Chandler
208~208~15~Chandler's office, he's on the phone, agitated
209~209~15~Phoebe's massage parlour, she has Steve on the table, and is giving him an extra-painful massage
210~210~16~Phoebe's massage parlour, she has Steve on the table, and is giving him an extra-painful massage
211~211~16~Rifts Restaurant, as seen in Mad About You, Joey and Chandler are there
212~212~16~A wintry February day in New York City, snowplows are clearing the streets. Inside Central Perk, all three girls are paying court to Ross
213~213~16~The Lamaze class, several couples and one trio sit on the floor, introducing themselves to the teacher, whos got as far as a woman sitting next to Ross, Carol, and Susan
214~214~16~Monica and Rachel's, Ross, Chandler, and the girls are dividing some Chinese takeout, while the sitcom Family Matters is playing on the TV
215~215~16~Lamaze class. Susan is there. Each couple has a doll, for they have just finished learning how to change a diaper. As Ross rushes in, stepping on the Rostins pretend baby, squashing its head flat. It bleats, in protest. He performs emergency surgery, then hands the doll back to J.C
216~216~16~Chandler's Office. Chandler is playing with a toy as his boss Mr. Douglas knocks and opens the door
217~217~16~Chandler's Office, later that day, Nina is in his office
218~218~16~Central Perk, Rachel is at the counter, serving coffee to Phoebe
219~219~16~Monica and Rachels, Phoebe is watching a Spanish version of The Waltons. At a nearby table sit Monica knitting, Rachel winding a ball of wool, and Chandler supplying them both from a skein which is spread between his hands
220~220~16~Chandler's Office, Chandler & Nina are locked in a passionate embrace. Someone knocks, so they hurriedly separate to stare out of the window. Chandlers boss opens the door
221~221~16~Lamaze class, Ross is again on the floor, cradled in Susans lap, but now Carol is cradled in his lap, and she has a pretend baby, on her lap. The teacher is showing her class a video, which is about to end
222~222~16~Chandler's Office, Chandler is working as Nina knocks, then opens the door
223~223~16~Monica and Rachels, Ross, Rachel, Chandler, and Phoebe are sharing a bowl of popcorn, while Monica carefully reads the instruction manual for her television set
224~224~16~Monica and Rachel's Balcony, Rachel is taking down the Christmas lights. Monica sees her, so she leans out of the small side window
225~225~17~Monica and Rachel's Balcony, Rachel is taking down the Christmas lights. Monica sees her, so she leans out of the small side window
226~226~17~An Emergency Room, Rachel and Monica enter. Rachel is limping and leaning on Monica for support
227~227~17~Central Perk, Chandler, has split up his newspaper so Joey can look at the funnies, while Ross's inappropriate joke at Lamaze class has come back to haunt him
228~228~17~The Hospital, Monica and Rachel are waiting for the doctors to arrive.  They enter and are played by Noah Wyle and George Clooney
229~229~17~Monica and Rachel's, everyone but Joey is waiting for Phoebe to arrive for her surprise birthday party. Rachel and Monica is telling Chandler about Rachel's incident
230~230~17~A Restaurant, Ross is having lunch with his father who is examining his next forkful
231~231~17~Monica and Rachel's, Monica is just getting off of the intercom and turns off the TV which is still in the SAP mode
232~232~17~Monica and Rachel's, the next morning, Ross, Phoebe, Chandler and Monica sit round the coffee table, playing Scrabble. Rachel, still in her dressing gown, is pleading on the phone, her free hand shaking with agitation
233~233~17~Riff's, Phoebe is entering. Ursula returns with two plates of chicken, but she only has time to set one on the table, when..
234~234~17~The Emergency Room. The officious admissions nurse is again on duty. Rachel and Monica enter, looking worried. As they approach the desk, Rachel adopts a winning smile, while Monica struggles to smile at all
235~235~17~Monica and Rachel's, Chandler is neglecting the game of Scrabble, for he's busily drawing on his own childhood in an attempt to help Ross. Marcel chitters about
236~236~17~The Emergency Room, Monica sits with Rachel, who is filling out an honest form at last. Ross and Chandler hurtle in. Little Marcel, wrapped in a fluffy towel, is cradled in Ross's arms. They dash up to the admissions desk. Ross is frantic
237~237~17~"Central Perk, Joey is playing ""She Loves Me, She Loves Me Not"" with the petals of a flower, alternately looking hopeful and annoyed. Phoebe enters, but not as herself, for she has changed the style of her hair and make-up to match that of her twin sister. She hangs up her coat, revealing her new cardigan. Nervously, she smooths out the identifying garment, approaching Joey who sits next to the main sofa"
238~238~17~The Hospital, Marcel lies on the operating table while recovering from the anaesthetic, tucked up under a sheet like an infant in a huge bed. Ross sits beside him, as a smiling Chandler, Monica and Rachel look on
239~239~17~Monica and Rachel's, everyone except Joey is there. Rachel is looking out of the window and Ross is handing out some Chinese takeout. There's a small SAP in the corner of the screen
240~240~18~Monica and Rachel's, everyone except Joey is there. Rachel is looking out of the window and Ross is handing out some Chinese takeout. There's a small SAP in the corner of the screen
241~241~18~Central Perk, Ross and Chandler are sitting at a table. Rachel is working. Monica and Phoebe enter
242~242~18~Monica and Rachel's, the guys are teaching the girls how to play poker
243~243~18~Ross' apartment. Chandler and Joey are there. Ross enters with a pizza
244~244~18~Monica and Rachel's, Rachel, Monica, and Phoebe are there
245~245~18~Ross's apartment, everyone but Rachel is seated around his table. The Lion Sleep Tonight plays in the background
246~246~18~Ross's Apartment, continued from earlier
247~247~18~Monica and Rachel's, everyone is there ready for another poker game
248~248~18~Monica and Rachel's, all six are playing Pictionary at Monica's apartment. Monica is drawing a picture, and the three guys are guessing. She draws what looks like an airplane
249~249~19~Monica and Rachel's, all six are playing Pictionary at Monica's apartment. Monica is drawing a picture, and the three guys are guessing. She draws what looks like an airplane
250~250~19~Central Perk, Rachel is talking to a customer
251~251~19~Central Perk, Monica enters with some mail
252~252~19~Monica and Rachel's, Rachel and Ross are eating Chinese
253~253~19~Joe-G's Pizza, the guys are there
254~254~19~Monica and Rachel's, Rachel is taking care of Marcel and they are watching a soap opera
255~255~19~Monica and Rachel's, continued from earlier
256~256~19~Monica and Rachel's. Rachel and Ross are there. Ross is trying to get the dress off Marcel
257~257~19~Central Perk, Monica, Joey, Phoebe, and Chandler are looking through Monica's high school yearboo
258~258~20~Central Perk, Monica, Joey, Phoebe, and Chandler are looking through Monica's high school yearboo
259~259~20~Monica and Rachel's, everyone is there
260~260~20~Central Perk, everyone but Rachel is there
261~261~20~Barry's Office, the post-coital Barry and Rachel are recovering on the chair
262~262~20~Monica and Rachel's, everyone is there except Rachel
263~263~20~Barry's Office, Rachel and Barry are getting dressed
264~264~20~Monica and Rachel's, Chandler enters clutching his phone
265~265~20~Monica and Rachel's, the next morning. Chandler is sitting and staring at his phone. Monica enters and creeps up next to Chandler
266~266~20~Central Perk, Rachel is serving coffee as Mindy enters
267~267~20~Monica and Rachel's, Phoebe and Ross are doing a crossword, Monica is cooking, and Chandler is still staring at his phone
268~268~20~Barry's Office, Barry is preparing his tools alone as Rachel enters
269~269~20~Monica and Rachel's, Monica and Rachel are there
270~270~20~Central Perk, everyone is there
271~271~21~Central Perk, everyone is there
272~272~21~Monica and Rachel's, everyone is looking at papers
273~273~21~Monica and Rachel's, late at night Monica is still examining her bill as Rachel emerges from her room
274~274~21~Central Perk, Joey and Chandler are discussing stage names
275~275~21~Monica and Rachel's, Monica is there as Phoebe and Rachel enter
276~276~21~A Tap Class, the girls are standing at the door
277~277~21~Central Perk, Ross is entering
278~278~21~Central Perk, scene continued from earlier. They guys are sitting there like the Three Monkeys
279~279~21~Monica and Rachel's, Monica, Rachel and Fake Monica are there
280~280~21~Monica and Rachel's, tiem lapse. Everyone but Joey and Monica are there
281~281~21~Central Perk, Ross is talking to Dr. Baldhara, a zookeeper
282~282~21~Monica and Rachel's, Rachel is dusting. She comes to the table, lifts all the magazines and wipes under them, then just puts them down again. Monica bursts in, obviously drunk
283~283~21~New York City Department of Correction, Monica is visiting Fake Monica
284~284~21~Tap Class, Monica is standing by the door
285~285~21~The Airport, everyone but Monica is there to see off Marcel
286~286~21~A Theater, there is a casting session going on for a play
287~287~22~A Theater, there is a casting session going on for a play
288~288~22~Central Perk, continued from earlier, Chandler is sitting on the table
289~289~22~Chandler's office, he and Phoebe are there when the phone starts ringing
290~290~22~Monica and Rachel's, Monica and Rachel are there. Monica is just finishing cleaning the windows
291~291~22~Central Perk. Joey and Ross are there
292~292~22~Monica and Rachel's, Monica and Young Ethan are sitting in the couch
293~293~22~Monica's Bedroom, continued from earlier
294~294~22~Monica and Rachel's, everyone exept Monica is there
295~295~22~Chandler's office, he and Phoebe are taking a break from work
296~296~22~Central Perk. Everyone exept Phoebe and Chandler is there. Ross's beeper goes off and everyone exept him react
297~297~22~A hall on the floor where Chandler works. Chandler and Phoebe enters, and overhears some employees's conversation. One of them is doing Chandler
298~298~22~Monica and Rachel's, Ross is watching TV, but turns it off, and Rachel is sleeping on the couch. Ross puts a blanket over her
299~299~22~The Hallway, Ross is eagerly waiting for the others to get ready, to go to the hospital
300~300~23~The Hallway, Ross is eagerly waiting for the others to get ready, to go to the hospital
301~301~23~The hospital, Ross, Rachel, Chandler, Joey, and Monica are in the waiting room, waiting for Carol and Susan to arrive
302~302~23~Carol's Hospital Room, Carol is on the bed, Ross and Susan are at her side
303~303~23~The Waiting Room, Chandler is falling asleep on Monica's shoulder
304~304~23~The Waiting Room, Phoebe is playing a song. Chandler, Monica, and Ross are there as well
305~305~23~Joey and Lydia in the hospital room. Lydia is on the phone with her mother
306~306~23~Carol's Hospital Room, Ross and Susan are coaching Carol
307~307~23~Lydia's Hospital Room, Joey is helping Lydia go through labor, a nurse is now present in her room as well
308~308~23~The Hall, Ross and Susan are arguing
309~309~23~The Broom Closet, Ross and Susan are trying to get out
310~310~23~Carol's room, Rachel and Dr. Franzblau are there with her
311~311~23~Lydia's Room, Joey is helping her deliver
312~312~23~The Broom Closet, Ross has picked up a vacuum and is holding it at the door
313~313~23~The Waiting Room, Monica is on the phone with her mother, Chandler is standing behind her
314~314~23~The Waiting Room, Rachel and Dr. Franzblau have gone to get coffee
315~315~23~The Hall Outside Lydia's Room, Joey is walking up to Lydia's room with balloons, but before he enters he sees that the baby's father has arrived. He listens at the door
316~316~23~The Broom Closet, Ross is trying to open the door with a credit card, with no success
317~317~23~Carol's Room, she is ready to give birth. Everyone is there except for Phoebe, Ross, and Susan, who are in the broom closet
318~318~23~The Broom Closet, Ross has used a broom to open the air vent in the ceiling. Phoebe is wearing a janitor's uniform, ready to go up in the vent
319~319~23~Carol's Room, Ross and Susan rush in
320~320~23~The Delivery Room, Carol is holding the infant
321~321~23~The Hospital, the camera is placed as though it were Ben's eyes
322~322~24~The Hospital, the camera is placed as though it were Ben's eyes
323~323~24~Central Perk, the whole gang is there, Ross is showing pictures of his new baby boy, Ben, to the group
324~324~24~Monica and Rachel's, Monica and Phoebe are preparing for a barbecue for Rachel's birthday
325~325~24~Monica and Rachel's, continued from earlier
326~326~24~Airport, Ross has headphones on, and is listening to a 'How To Speak Chinese' tape. Occasionally, he makes an outburst in Chinese in accordance with the tape. He is getting on the jetway. The flight attendant is there
327~327~24~Joey's Bedroom, he and Melanie are in bed together
328~328~24~Monica and Rachel's, Monica, Phoebe, and Rachel are there. Monica is holding the wrapping paper from one of Rachel's gifts
329~329~24~Chandler and Joey's, Chandler is eating breakfast, Joey quietly opens his bedroom door
330~330~24~Monica and Rachel's, one week later. Monica is seated, Rachel comes out of her bedroom
331~331~24~Chandler and Joey's, Chandler is seated, and the apartment is filled with baskets of fruit. Joey enters, check in hand
332~332~24~Monica and Rachel's Balcony, Rachel is having drinks with her date, Carl
333~333~24~Airport. Madonna's Take A Bow plays in the background as Rachel waits at the gate with flowers
334~334~25~Airport. Madonna's Take A Bow plays in the background as Rachel waits at the gate with flowers
335~335~25~Central Perk, Phoebe is recapping last season, and as she talks we see a montague of scenes from Ross and Rachel
336~336~25~Monica and Rachel's, the gang is waiting for Rachel to return from the airport with Ross
337~337~25~Central Perk, Ross and Chandler enter
338~338~25~Monica and Rachel's, Ross and the gang is watching Sumo wrestling on TV
339~339~25~Monica and Rachel's, the next morning
340~340~25~Monica and Rachel's, continued from earlier
341~341~25~Monica's bedroom, Phoebe is finishing with her haircut and Monica is whincing
342~342~25~Frank's tailor shop, Chandler is getting his pants measured
343~343~25~Monica and Rachel's, Monica is recovering from her haircut, Phoebe is playing her doctor and is coming in from the bedroom
344~344~25~Monica and Rachel's, later that day. Monica is now out and about
345~345~25~Central Perk, Julie is wanting to get her hair cut from Phoebe
346~346~26~Central Perk, Julie is wanting to get her hair cut from Phoebe
347~347~26~Monica and Rachel's, Carol and Susan are showing off Ben to the gang
348~348~26~Central Perk, the gang is all there
349~349~26~A Department Store, Joey is selling men's cologne
350~350~26~Central Perk, Phoebe is there as Monica enters
351~351~26~The Department Store, Joey is trying to sell some cologne
352~352~26~Monica and Rachel's, Carol is dropping Ben off for Ross to watch
353~353~26~Monica and Rachel's, Chandler, Rachel, and Joey are eating, and Phoebe is preparing Ben's milk
354~354~26~Monica and Rachel's, time lapse. Rachel is entering the living room from her bedroom as Monica enters
355~355~26~Monica and Rachel's, Ben is playing in his crib while Chandler and Ross are leaning against the rim and are completely asleep
356~356~26~Chandler and Joey's, Chandler is wiping down the peninsula counter as Joey enters dressed like a cowboy
357~357~26~Outside Central Perk, Rachel is cleaning up and Monica is pleading with her
358~358~26~The Department Store, Joey and the Hombre man are facing off in Joey's section
359~359~26~Central Perk, Julie and Rachel are sitting on the couch
